,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year,TeamName,unique,imaged_url
1110,2,Munaf Patel,15,15,54.0,358,22,5/21,16.27,6.58,14.81,0,1,2011,MI,munafpatel,https://scores.iplt20.com/ipl/playerimages/Munaf%20Patel.png
1111,3,Sreenath Aravind,13,13,46.0,368,21,4/14,17.52,8.0,13.14,1,0,2011,RCB,sreenatharavind,https://scores.iplt20.com/ipl/playerimages/Sreenath%20Aravind.png
1112,4,Ravichandran Ashwin,16,16,63.0,388,20,4/34,19.4,6.15,18.9,0,0,2011,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
1113,5,Amit Mishra,14,14,53.0,358,19,5/17,18.84,6.71,16.84,1,0,2011,DEC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
1114,6,Doug Bollinger,13,13,47.0,329,17,4/13,19.35,7.0,16.58,0,0,2011,CSK,dougbollinger,https://scores.iplt20.com/ipl/playerimages/Doug%20Bollinger.png
1115,7,Iqbal Abdulla,15,15,50.0,305,16,3/24,19.06,6.1,18.75,0,0,2011,KKR,iqbalabdulla,https://scores.iplt20.com/ipl/playerimages/Iqbal%20Abdulla.png
1116,8,Ryan Harris,13,13,47.0,382,16,4/34,23.87,8.12,17.62,0,0,2011,PBKS,ryanharris,https://scores.iplt20.com/ipl/playerimages/Ryan%20Harris.png
1117,9,Rahul Sharma,14,14,50.0,273,16,3/13,17.06,5.46,18.75,0,0,2011,PWI,rahulsharma,https://scores.iplt20.com/ipl/playerimages/Rahul%20Sharma.png
1118,10,Piyush Chawla,12,12,41.0,336,16,4/17,21.0,8.12,15.5,1,0,2011,PBKS,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
1119,11,Albie Morkel,15,14,45.0,382,15,4/32,25.46,8.48,18.0,0,0,2011,CSK,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
1120,12,Dale Steyn,12,12,45.0,299,14,3/11,21.35,6.57,19.5,0,0,2011,DEC,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
1121,13,Harbhajan Singh,15,15,53.0,370,14,5/18,26.42,6.98,22.71,0,1,2011,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
1122,14,Zaheer Khan,15,15,59.0,455,14,4/17,32.5,7.71,25.28,0,0,2011,RCB,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
1123,15,RP Singh,14,14,50.0,345,13,4/22,26.53,6.9,23.07,1,0,2011,KTK,rpsingh,https://scores.iplt20.com/ipl/playerimages/RP%20Singh.png
1124,16,Shane Warne,13,12,47.0,297,13,4/21,22.84,6.31,21.69,0,0,2011,RR,shanewarne,https://scores.iplt20.com/ipl/playerimages/Shane%20Warne.png
1125,17,Yusuf Pathan,15,14,39.0,238,13,3/20,18.3,6.1,18.0,0,0,2011,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
1126,18,Morne Morkel,11,11,43.0,325,13,4/20,25.0,7.55,19.84,0,0,2011,DC,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
1127,19,Daniel Vettori,13,13,51.0,311,12,3/15,25.91,6.01,25.83,0,0,2011,RCB,danielvettori,https://scores.iplt20.com/ipl/playerimages/Daniel%20Vettori.png
1128,20,Vinay Kumar,13,13,44.0,335,12,4/40,27.91,7.5,22.33,0,0,2011,KTK,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
1129,21,Dan Christian,14,14,45.0,350,11,2/10,31.81,7.66,24.9,0,0,2011,DEC,danchristian,https://scores.iplt20.com/ipl/playerimages/Dan%20Christian.png
1130,22,Alfonso Thomas,11,11,38.0,297,11,3/22,27.0,7.71,21.0,0,0,2011,PWI,alfonsothomas,https://scores.iplt20.com/ipl/playerimages/Alfonso%20Thomas.png
1131,23,Ishant Sharma,12,12,44.0,314,11,5/12,28.54,7.13,24.0,0,1,2011,DEC,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
1132,24,Shakib Al Hasan,7,7,25.0,175,11,3/17,15.9,6.86,13.9,0,0,2011,KKR,shakibalhasan,https://scores.iplt20.com/ipl/playerimages/Shakib%20Al%20Hasan.png
1133,25,Irfan Pathan,14,13,46.0,344,11,3/24,31.27,7.5,25.0,0,0,2011,DC,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
1134,26,Shadab Jakati,15,14,44.0,336,10,4/22,33.6,7.6,26.5,0,0,2011,CSK,shadabjakati,https://scores.iplt20.com/ipl/playerimages/Shadab%20Jakati.png
1135,27,Kieron Pollard,16,16,42.0,361,10,4/44,36.1,8.49,25.5,0,0,2011,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
1136,28,Lakshmipathy Balaji,14,14,44.0,371,10,5/24,37.1,8.36,26.6,0,0,2011,KKR,lakshmipathybalaji,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy%20Balaji.png
1137,29,Pragyan Ojha,10,10,37.0,267,10,3/11,26.7,7.24,22.1,0,0,2011,DEC,pragyanojha,https://scores.iplt20.com/ipl/playerimages/Pragyan%20Ojha.png
1138,30,Praveen Kumar,13,13,46.0,345,10,3/18,34.5,7.5,27.6,0,0,2011,PBKS,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
1139,31,Siddharth Trivedi,12,12,35.0,303,10,4/25,30.3,8.49,21.4,0,0,2011,RR,siddharthtrivedi,https://scores.iplt20.com/ipl/playerimages/Siddharth%20Trivedi.png
1140,32,Amit Singh,9,9,28.0,215,9,4/19,23.88,7.54,19.0,0,0,2011,RR,amitsingh,https://scores.iplt20.com/ipl/playerimages/Amit%20Singh.png
1141,33,Bhargav Bhatt,10,8,28.0,229,9,4/22,25.44,8.22,18.55,1,0,2011,PBKS,bhargavbhatt,https://scores.iplt20.com/ipl/playerimages/Bhargav%20Bhatt.png
1142,34,Wayne Parnell,8,8,29.0,213,9,3/27,23.66,7.26,19.55,0,0,2011,PWI,wayneparnell,https://scores.iplt20.com/ipl/playerimages/Wayne%20Parnell.png
1143,35,Yuvraj Singh,14,13,29.0,192,9,4/29,21.33,6.62,19.33,1,0,2011,PWI,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
1144,36,Chris Gayle,12,12,36.0,244,8,3/21,30.5,6.77,27.0,0,0,2011,RCB,chrisgayle,https://scores.iplt20.com/ipl/playerimages/Chris%20Gayle.png
1145,37,Shalabh Srivastava,6,6,20.0,186,8,2/20,23.25,9.3,15.0,0,0,2011,PBKS,shalabhsrivastava,https://scores.iplt20.com/ipl/playerimages/Shalabh%20Srivastava.png
1146,38,Ravindra Jadeja,14,14,42.0,305,8,5/16,38.12,7.26,31.5,0,0,2011,KTK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
1147,39,Rajat Bhatia,14,12,32.0,210,8,4/15,26.25,6.56,24.0,0,0,2011,KKR,rajatbhatia,https://scores.iplt20.com/ipl/playerimages/Rajat%20Bhatia.png
1148,40,Ajit Agarkar,7,7,27.0,231,8,3/25,28.87,8.55,20.25,0,0,2011,DC,ajitagarkar,https://scores.iplt20.com/ipl/playerimages/Ajit%20Agarkar.png
1149,41,Jacques Kallis,15,9,24.0,170,7,3/13,24.28,7.08,20.57,0,0,2011,KKR,jacqueskallis,https://scores.iplt20.com/ipl/playerimages/Jacques%20Kallis.png
1150,42,James Hopes,10,9,32.0,272,7,2/2,38.85,8.5,27.42,0,0,2011,DC,jameshopes,https://scores.iplt20.com/ipl/playerimages/James%20Hopes.png
1151,43,Johan Botha,10,10,36.0,239,7,3/6,34.14,6.63,30.85,0,0,2011,RR,johanbotha,https://scores.iplt20.com/ipl/playerimages/Johan%20Botha.png
1152,44,Mitchell Marsh,5,5,14.0,99,7,4/25,14.14,6.98,12.14,1,0,2011,PWI,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
1153,45,Paul Valthaty,14,9,24.0,189,7,4/29,27.0,7.82,20.71,1,0,2011,PBKS,paulvalthaty,https://scores.iplt20.com/ipl/playerimages/Paul%20Valthaty.png
1154,46,Shanthakumaran Sreesanth,9,9,32.0,206,7,3/29,29.42,6.47,27.28,0,0,2011,KTK,shanthakumaransreesanth,https://scores.iplt20.com/ipl/playerimages/Shanthakumaran%20Sreesanth.png
1155,47,Brad Hodge,14,4,11.0,77,7,4/13,11.0,7.0,9.42,1,0,2011,KTK,bradhodge,https://scores.iplt20.com/ipl/playerimages/Brad%20Hodge.png
1156,48,Jaydev Unadkat,7,6,18.0,150,6,5/25,25.0,8.33,18.0,0,0,2011,KKR,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
1157,49,Suraj Randiv,8,8,29.0,223,6,2/24,37.16,7.68,29.0,0,0,2011,CSK,surajrandiv,https://scores.iplt20.com/ipl/playerimages/Suraj%20Randiv.png
1158,50,Shaun Tait,4,4,15.0,127,6,3/13,21.16,8.56,14.83,0,0,2011,RR,shauntait,https://scores.iplt20.com/ipl/playerimages/Shaun%20Tait.png
1159,51,Shane Watson,11,10,36.0,241,6,4/29,40.16,6.69,36.0,0,0,2011,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
1160,52,Dwayne Bravo,6,6,20.0,157,6,4/22,26.16,7.85,20.0,0,0,2011,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
1161,53,Raiphi Gomez,11,8,15.0,124,5,2/14,24.8,8.26,18.0,0,0,2011,KTK,raiphigomez,https://scores.iplt20.com/ipl/playerimages/Raiphi%20Gomez.png
1162,54,Ryan McLaren,6,6,18.0,178,5,2/28,35.6,9.88,21.6,0,0,2011,PBKS,ryanmclaren,https://scores.iplt20.com/ipl/playerimages/Ryan%20McLaren.png
1163,55,Roelof van der Merwe,4,4,15.0,92,5,3/20,18.4,6.2,17.8,0,0,2011,DC,roelofvandermerwe,https://scores.iplt20.com/ipl/playerimages/Roelof%20van%20der%20Merwe.png
1164,56,Dhawal Kulkarni,6,6,20.0,149,5,4/14,29.8,7.45,24.0,0,0,2011,MI,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
1165,57,Syed Mohammad,5,5,15.0,127,5,2/15,25.4,8.46,18.0,0,0,2011,RCB,syedmohammad,https://scores.iplt20.com/ipl/playerimages/Syed%20Mohammad.png
1166,58,Brett Lee,12,12,45.0,338,5,3/15,67.6,7.45,54.4,0,0,2011,KKR,brettlee,https://scores.iplt20.com/ipl/playerimages/Brett%20Lee.png
1167,59,Charl Langeveldt,3,3,11.0,84,5,3/15,16.8,7.63,13.2,0,0,2011,RCB,charllangeveldt,https://scores.iplt20.com/ipl/playerimages/Charl%20Langeveldt.png
1168,60,Abhimanyu Mithun,12,12,34.0,321,5,2/37,64.2,9.44,40.8,0,0,2011,RCB,abhimanyumithun,https://scores.iplt20.com/ipl/playerimages/Abhimanyu%20Mithun.png
1169,61,Ashok Dinda,6,5,17.0,152,5,4/18,30.4,8.94,20.4,0,0,2011,DC,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
1170,62,Shrikant Wagh,7,7,16.0,121,4,3/16,30.25,7.56,24.0,0,0,2011,PWI,shrikantwagh,https://scores.iplt20.com/ipl/playerimages/Shrikant%20Wagh.png
1171,63,Suresh Raina,16,12,27.0,201,4,2/0,50.25,7.3,41.25,0,0,2011,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
1172,64,JP Duminy,10,8,18.0,143,4,4/17,35.75,7.94,27.0,0,0,2011,DEC,jpduminy,https://scores.iplt20.com/ipl/playerimages/JP%20Duminy.png
1173,65,Jesse Ryder,13,7,15.0,118,4,2/14,29.5,7.69,23.0,0,0,2011,PWI,jesseryder,https://scores.iplt20.com/ipl/playerimages/Jesse%20Ryder.png
1174,66,Manpreet Gony,3,3,9.0,85,4,3/31,21.25,9.44,13.5,0,0,2011,DEC,manpreetgony,https://scores.iplt20.com/ipl/playerimages/Manpreet%20Gony.png
1175,67,Tim Southee,5,5,19.0,166,4,3/24,41.5,8.73,28.5,0,0,2011,CSK,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
1176,68,P Parameswaran,5,5,15.0,137,4,2/20,34.25,8.74,23.5,0,0,2011,KTK,pparameswaran,https://scores.iplt20.com/ipl/playerimages/P%20Parameswaran.png
1177,69,Bipul Sharma,4,4,12.0,78,4,2/13,19.5,6.5,18.0,0,0,2011,PBKS,bipulsharma,https://scores.iplt20.com/ipl/playerimages/Bipul%20Sharma.png
1178,70,Shahbaz Nadeem,5,5,19.0,142,4,3/16,35.5,7.47,28.5,0,0,2011,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
1179,71,Harmeet Singh Bansal,2,2,7.0,53,3,3/24,17.66,7.57,14.0,0,0,2011,DEC,harmeetsinghbansal,https://scores.iplt20.com/ipl/playerimages/Harmeet%20Singh%20Bansal.png
1180,72,Aavishkar Salvi,2,2,8.0,66,3,2/40,22.0,8.25,16.0,0,0,2011,DC,aavishkarsalvi,https://scores.iplt20.com/ipl/playerimages/Aavishkar%20Salvi.png
1181,73,Ryan Ninan,2,2,6.0,65,3,2/31,21.66,10.83,12.0,0,0,2011,RCB,ryanninan,https://scores.iplt20.com/ipl/playerimages/Ryan%20Ninan.png
1182,74,Ali Murtaza,5,5,20.0,117,3,3/15,39.0,5.85,40.0,0,0,2011,MI,alimurtaza,https://scores.iplt20.com/ipl/playerimages/Ali%20Murtaza.png
1183,75,Bhuvneshwar Kumar,4,4,11.0,67,3,5/19,22.33,6.09,22.0,0,0,2011,PWI,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
1184,76,James Franklin,8,6,10.0,99,3,2/18,33.0,9.73,20.33,0,0,2011,MI,jamesfranklin,https://scores.iplt20.com/ipl/playerimages/James%20Franklin.png
1185,77,Anand Rajan,2,2,5.0,50,3,3/27,16.66,10.0,10.0,0,0,2011,DEC,anandrajan,https://scores.iplt20.com/ipl/playerimages/Anand%20Rajan.png
1186,78,Johan van der Wath,3,3,12.0,129,3,2/49,43.0,10.75,24.0,0,0,2011,RCB,johanvanderwath,https://scores.iplt20.com/ipl/playerimages/Johan%20van%20der%20Wath.png
1187,79,Varun Aaron,4,3,12.0,82,2,3/16,41.0,6.83,36.0,0,0,2011,DC,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
1188,80,Thisara Perera,4,4,14.0,111,2,3/20,55.5,7.92,42.0,0,0,2011,KTK,thisaraperera,https://scores.iplt20.com/ipl/playerimages/Thisara%20Perera.png
1189,81,Umesh Yadav,7,6,18.0,169,2,4/24,84.5,9.38,54.0,0,0,2011,DC,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
1190,82,Ashok Menaria,13,9,15.0,121,2,2/20,60.5,8.06,45.0,0,0,2011,RR,ashokmenaria,https://scores.iplt20.com/ipl/playerimages/Ashok%20Menaria.png
1191,83,Dirk Nannes,2,2,4.0,31,2,3/27,15.5,7.75,12.0,0,0,2011,RCB,dirknannes,https://scores.iplt20.com/ipl/playerimages/Dirk%20Nannes.png
1192,84,Virat Kohli,16,10,17.0,139,2,2/25,69.5,8.17,51.0,0,0,2011,RCB,viratkohli,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png
1193,85,Muttiah Muralitharan,5,5,19.0,141,2,3/11,70.5,7.42,57.0,0,0,2011,KTK,muttiahmuralitharan,https://scores.iplt20.com/ipl/playerimages/Muttiah%20Muralitharan.png
1194,86,Abhishek Nayar,10,6,10.0,95,2,3/13,47.5,9.34,30.5,0,0,2011,PBKS,abhisheknayar,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Nayar.png
1195,87,Ramesh Powar,5,5,12.0,112,2,2/11,56.0,9.33,36.0,0,0,2011,KTK,rameshpowar,https://scores.iplt20.com/ipl/playerimages/Ramesh%20Powar.png
1196,88,Yogesh Nagar,11,5,5.0,67,1,1/3,67.0,13.4,30.0,0,0,2011,DC,yogeshnagar,https://scores.iplt20.com/ipl/playerimages/Yogesh%20Nagar.png
1197,89,David Hussey,8,2,3.0,38,1,2/2,38.0,12.66,18.0,0,0,2011,PBKS,davidhussey,https://scores.iplt20.com/ipl/playerimages/David%20Hussey.png
1198,90,Shikhar Dhawan,14,2,2.0,11,1,1/7,11.0,5.5,12.0,0,0,2011,DEC,shikhardhawan,https://scores.iplt20.com/ipl/playerimages/Shikhar%20Dhawan.png
1199,91,Tillakaratne Dilshan,10,6,12.0,108,1,1/30,108.0,9.0,72.0,0,0,2011,RCB,tillakaratnedilshan,https://scores.iplt20.com/ipl/playerimages/Tillakaratne%20Dilshan.png
1200,92,Andrew Symonds,11,3,4.0,41,1,3/21,41.0,10.25,24.0,0,0,2011,MI,andrewsymonds,https://scores.iplt20.com/ipl/playerimages/Andrew%20Symonds.png
1201,93,Murali Kartik,6,6,21.0,166,1,3/17,166.0,7.96,125.0,0,0,2011,PWI,muralikartik,https://scores.iplt20.com/ipl/playerimages/Murali%20Kartik.png
1202,94,Nayan Doshi,3,3,5.0,62,1,1/15,62.0,11.62,32.0,0,0,2011,RR,nayandoshi,https://scores.iplt20.com/ipl/playerimages/Nayan%20Doshi.png
1203,95,Nuwan Kulasekara,1,1,3.0,26,1,2/10,26.0,8.66,18.0,0,0,2011,CSK,nuwankulasekara,https://scores.iplt20.com/ipl/playerimages/Nuwan%20Kulasekara.png
1204,96,Jacob Oram,2,1,2.0,32,1,3/32,32.0,16.0,12.0,0,0,2011,RR,jacoboram,https://scores.iplt20.com/ipl/playerimages/Jacob%20Oram.png
1205,97,James Faulkner,1,1,2.0,9,1,5/16,9.0,4.5,12.0,0,0,2011,PWI,jamesfaulkner,https://scores.iplt20.com/ipl/playerimages/James%20Faulkner.png
1206,1,Pragyan Ojha,16,16,59.0,429,21,3/11,20.42,7.29,16.8,0,0,2010,DEC,pragyanojha,https://scores.iplt20.com/ipl/playerimages/Pragyan%20Ojha.png
1207,2,Harbhajan Singh,15,14,53.0,377,17,5/18,22.17,7.04,18.88,0,0,2010,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
1208,3,Anil Kumble,16,16,63.0,407,17,5/5,23.94,6.42,22.35,1,0,2010,RCB,anilkumble,https://scores.iplt20.com/ipl/playerimages/Anil%20Kumble.png
1209,4,Amit Mishra,14,14,53.0,363,17,5/17,21.35,6.84,18.7,0,0,2010,DC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
1210,5,Vinay Kumar,14,14,46.0,396,16,4/40,24.75,8.57,17.31,1,0,2010,RCB,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
1211,6,Zaheer Khan,14,14,48.0,376,15,4/17,25.06,7.77,19.33,0,0,2010,MI,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
1212,7,Dale Steyn,15,15,59.0,406,15,3/11,27.06,6.88,23.6,0,0,2010,RCB,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
1213,8,Irfan Pathan,14,14,46.0,426,15,3/24,28.4,9.19,18.53,0,0,2010,PBKS,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
1214,9,Kieron Pollard,14,12,37.0,274,15,4/44,18.26,7.4,14.8,0,0,2010,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
1215,10,Lasith Malinga,13,13,49.0,344,15,5/13,22.93,7.02,19.6,1,0,2010,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
1216,11,Muttiah Muralitharan,12,12,48.0,329,15,3/11,21.93,6.85,19.2,0,0,2010,CSK,muttiahmuralitharan,https://scores.iplt20.com/ipl/playerimages/Muttiah%20Muralitharan.png
1217,12,Ryan Harris,8,8,30.0,233,14,4/34,16.64,7.59,13.14,0,0,2010,DEC,ryanharris,https://scores.iplt20.com/ipl/playerimages/Ryan%20Harris.png
1218,13,Ravichandran Ashwin,12,12,48.0,293,13,4/34,22.53,6.1,22.15,0,0,2010,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
1219,14,RP Singh,12,12,42.0,370,13,4/22,28.46,8.8,19.38,0,0,2010,DEC,rpsingh,https://scores.iplt20.com/ipl/playerimages/RP%20Singh.png
1220,15,Jacques Kallis,16,16,57.0,476,13,3/13,36.61,8.35,26.3,0,0,2010,RCB,jacqueskallis,https://scores.iplt20.com/ipl/playerimages/Jacques%20Kallis.png
1221,16,Shadab Jakati,11,11,38.0,291,13,4/22,22.38,7.65,17.53,0,0,2010,CSK,shadabjakati,https://scores.iplt20.com/ipl/playerimages/Shadab%20Jakati.png
1222,17,Piyush Chawla,14,14,49.0,367,12,4/17,30.58,7.48,24.5,0,0,2010,PBKS,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
1223,18,Doug Bollinger,8,8,31.0,207,12,4/13,17.25,6.67,15.5,1,0,2010,CSK,dougbollinger,https://scores.iplt20.com/ipl/playerimages/Doug%20Bollinger.png
1224,19,Andrew Symonds,16,16,53.0,372,12,3/21,31.0,7.01,26.5,0,0,2010,DEC,andrewsymonds,https://scores.iplt20.com/ipl/playerimages/Andrew%20Symonds.png
1225,20,Siddharth Trivedi,11,10,35.0,260,11,4/25,23.63,7.32,19.36,0,0,2010,RR,siddharthtrivedi,https://scores.iplt20.com/ipl/playerimages/Siddharth%20Trivedi.png
1226,21,Shane Warne,14,14,50.0,381,11,4/21,34.63,7.62,27.27,1,0,2010,RR,shanewarne,https://scores.iplt20.com/ipl/playerimages/Shane%20Warne.png
1227,22,Albie Morkel,14,14,47.0,405,11,4/32,36.81,8.49,26.0,0,0,2010,CSK,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
1228,23,Shaun Tait,8,8,31.0,264,10,3/13,26.4,8.47,18.7,0,0,2010,RR,shauntait,https://scores.iplt20.com/ipl/playerimages/Shaun%20Tait.png
1229,24,Praveen Kumar,12,12,45.0,380,10,3/18,38.0,8.44,27.0,0,0,2010,RCB,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
1230,25,Murali Kartik,10,10,39.0,253,9,3/17,28.11,6.48,26.0,0,0,2010,KKR,muralikartik,https://scores.iplt20.com/ipl/playerimages/Murali%20Kartik.png
1231,26,Pradeep Sangwan,8,8,31.0,258,9,3/18,28.66,8.32,20.66,0,0,2010,DC,pradeepsangwan,https://scores.iplt20.com/ipl/playerimages/Pradeep%20Sangwan.png
1232,27,Ashok Dinda,7,7,23.0,152,9,4/18,16.88,6.56,15.44,0,0,2010,KKR,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
1233,28,Shane Bond,8,8,31.0,224,9,2/24,24.88,7.22,20.66,0,0,2010,KKR,shanebond,https://scores.iplt20.com/ipl/playerimages/Shane%20Bond.png
1234,29,Chaminda Vaas,6,6,22.0,139,9,3/21,15.44,6.31,14.66,0,0,2010,DEC,chamindavaas,https://scores.iplt20.com/ipl/playerimages/Chaminda%20Vaas.png
1235,30,Harmeet Singh Bansal,8,8,24.0,174,8,3/24,21.75,7.25,18.0,0,0,2010,DEC,harmeetsinghbansal,https://scores.iplt20.com/ipl/playerimages/Harmeet%20Singh%20Bansal.png
1236,31,MF Maharoof,7,7,24.0,206,8,3/34,25.75,8.58,18.0,0,0,2010,DC,mfmaharoof,https://scores.iplt20.com/ipl/playerimages/MF%20Maharoof.png
1237,32,Angelo Mathews,14,12,37.0,314,8,4/19,39.25,8.37,28.12,1,0,2010,KKR,angelomathews,https://scores.iplt20.com/ipl/playerimages/Angelo%20Mathews.png
1238,33,Dilhara Fernando,5,5,19.0,138,7,4/18,19.71,7.26,16.28,0,0,2010,MI,dilharafernando,https://scores.iplt20.com/ipl/playerimages/Dilhara%20Fernando.png
1239,34,Ishant Sharma,7,7,25.0,236,7,5/12,33.71,9.44,21.42,0,0,2010,KKR,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
1240,35,Lakshmipathy Balaji,7,7,23.0,207,7,5/24,29.57,8.87,20.0,0,0,2010,CSK,lakshmipathybalaji,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy%20Balaji.png
1241,36,Dirk Nannes,9,9,34.0,224,7,3/27,32.0,6.52,29.42,0,0,2010,DC,dirknannes,https://scores.iplt20.com/ipl/playerimages/Dirk%20Nannes.png
1242,37,Juan Theron,7,7,24.0,187,6,2/17,31.16,7.79,24.0,0,0,2010,PBKS,juantheron,https://scores.iplt20.com/ipl/playerimages/Juan%20Theron.png
1243,38,Shane Watson,6,6,22.0,184,6,4/29,30.66,8.36,22.0,0,0,2010,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
1244,39,Umesh Yadav,7,7,24.0,184,6,4/24,30.66,7.66,24.0,0,0,2010,DC,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
1245,40,Jaskaran Singh,6,6,14.0,139,6,2/18,23.16,9.92,14.0,0,0,2010,DEC,jaskaransingh,https://scores.iplt20.com/ipl/playerimages/Jaskaran%20Singh.png
1246,41,Ashish Nehra,4,4,14.0,96,6,4/10,16.0,6.85,14.0,0,0,2010,DC,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
1247,42,Shalabh Srivastava,8,8,27.0,255,6,2/20,42.5,9.44,27.0,0,0,2010,PBKS,shalabhsrivastava,https://scores.iplt20.com/ipl/playerimages/Shalabh%20Srivastava.png
1248,43,Suresh Raina,16,12,24.0,178,6,2/0,29.66,7.46,23.83,0,0,2010,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
1249,44,Rahul Sharma,6,6,20.0,167,5,3/13,33.4,8.08,24.8,0,0,2010,DEC,rahulsharma,https://scores.iplt20.com/ipl/playerimages/Rahul%20Sharma.png
1250,45,Ravi Bopara,10,5,13.0,127,5,3/31,25.4,9.76,15.6,0,0,2010,PBKS,ravibopara,https://scores.iplt20.com/ipl/playerimages/Ravi%20Bopara.png
1251,46,Thilan Thushara,4,4,14.0,101,5,2/16,20.2,6.96,17.4,0,0,2010,CSK,thilanthushara,https://scores.iplt20.com/ipl/playerimages/Thilan%20Thushara.png
1252,47,Aditya Dole,3,3,11.0,112,5,2/36,22.4,10.18,13.2,0,0,2010,RR,adityadole,https://scores.iplt20.com/ipl/playerimages/Aditya%20Dole.png
1253,48,Yusuf Pathan,14,11,34.0,246,5,3/20,49.2,7.23,40.8,0,0,2010,RR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
1254,49,Paul Collingwood,8,6,15.0,101,5,2/19,20.2,6.8,17.8,0,0,2010,DC,paulcollingwood,https://scores.iplt20.com/ipl/playerimages/Paul%20Collingwood.png
1255,50,Yuvraj Singh,14,10,23.0,152,5,4/29,30.4,6.6,27.6,0,0,2010,PBKS,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
