,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year,TeamName,unique,imaged_url
529,60,Karn Sharma,6,5,9.0,89,4,4/16,22.25,9.36,14.25,0,0,2018,CSK,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
530,61,Shahbaz Nadeem,6,6,15.0,161,3,3/16,53.66,10.73,30.0,0,0,2018,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
531,62,Axar Patel,9,8,26.0,218,3,4/21,72.66,8.38,52.0,0,0,2018,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
532,63,Mohammad Shami,4,4,14.0,144,3,3/15,48.0,10.4,27.66,0,0,2018,DC,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
533,64,Corey Anderson,3,3,8.0,115,3,2/18,38.33,13.26,17.33,0,0,2018,RCB,coreyanderson,https://scores.iplt20.com/ipl/playerimages/Corey%20Anderson.png
534,65,KM Asif,2,2,6.0,75,3,2/43,25.0,12.5,12.0,0,0,2018,CSK,kmasif,https://scores.iplt20.com/ipl/playerimages/KM%20Asif.png
535,66,Moeen Ali,5,5,13.0,97,3,3/7,32.33,7.36,26.33,0,0,2018,RCB,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
536,67,Murugan Ashwin,2,2,7.0,53,3,3/21,17.66,7.57,14.0,0,0,2018,RCB,muruganashwin,https://scores.iplt20.com/ipl/playerimages/Murugan%20Ashwin.png
537,68,Marcus Stoinis,7,6,11.0,120,3,4/15,40.0,10.9,22.0,0,0,2018,PBKS,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
538,69,Chris Morris,4,4,14.0,143,3,4/23,47.66,10.21,28.0,0,0,2018,DC,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
539,70,Colin de Grandhomme,9,7,15.0,129,2,3/4,64.5,8.6,45.0,0,0,2018,RCB,colindegrandhomme,https://scores.iplt20.com/ipl/playerimages/Colin%20de%20Grandhomme.png
540,71,Vinay Kumar,2,2,4.0,65,2,4/40,32.5,16.95,11.5,0,0,2018,KKR,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
541,72,David Willey,3,3,10.0,95,2,1/24,47.5,9.5,30.0,0,0,2018,CSK,davidwilley,https://scores.iplt20.com/ipl/playerimages/David%20Willey.png
542,73,Mitchell Johnson,6,6,21.0,216,2,3/26,108.0,10.28,63.0,0,0,2018,KKR,mitchelljohnson,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Johnson.png
543,74,Kulwant Khejroliya,3,3,11.0,107,2,2/33,53.5,9.87,32.5,0,0,2018,RCB,kulwantkhejroliya,https://scores.iplt20.com/ipl/playerimages/Kulwant%20Khejroliya.png
544,75,Javon Searles,4,3,7.0,89,2,1/24,44.5,12.71,21.0,0,0,2018,KKR,javonsearles,https://scores.iplt20.com/ipl/playerimages/Javon%20Searles.png
545,76,Ben Cutting,9,7,17.0,168,2,2/20,84.0,9.88,51.0,0,0,2018,MI,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
546,77,Pawan Negi,2,2,4.0,49,1,4/18,49.0,12.25,24.0,0,0,2018,RCB,pawannegi,https://scores.iplt20.com/ipl/playerimages/Pawan%20Negi.png
547,78,D'Arcy Short,7,2,3.0,19,1,1/10,19.0,6.33,18.0,0,0,2018,RR,darcyshort,https://scores.iplt20.com/ipl/playerimages/D%27Arcy%20Short.png
548,79,Anureet Singh,3,3,4.0,42,1,3/23,42.0,10.5,24.0,0,0,2018,RR,anureetsingh,https://scores.iplt20.com/ipl/playerimages/Anureet%20Singh.png
549,80,Vijay Shankar,13,4,5.0,58,1,2/19,58.0,11.6,30.0,0,0,2018,DC,vijayshankar,https://scores.iplt20.com/ipl/playerimages/Vijay%20Shankar.png
550,81,Yusuf Pathan,15,1,2.0,14,1,3/20,14.0,7.0,12.0,0,0,2018,SRH,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
551,82,Mohammad Nabi,2,2,5.0,47,1,4/11,47.0,9.4,30.0,0,0,2018,SRH,mohammadnabi,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Nabi.png
552,1,Bhuvneshwar Kumar,14,14,52.0,369,26,5/19,14.19,7.05,12.07,0,1,2017,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
553,2,Jaydev Unadkat,12,12,46.0,322,24,5/25,13.41,7.02,11.45,0,1,2017,RPS,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
554,3,Jasprit Bumrah,16,16,59.0,439,20,4/14,21.95,7.39,17.8,0,0,2017,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
555,4,Mitchell McClenaghan,14,14,54.0,507,19,4/21,26.68,9.38,17.05,0,0,2017,MI,mitchellmcclenaghan,https://scores.iplt20.com/ipl/playerimages/Mitchell%20McClenaghan.png
556,5,Imran Tahir,12,12,47.0,369,18,4/12,20.5,7.85,15.66,0,0,2017,RPS,imrantahir,https://scores.iplt20.com/ipl/playerimages/Imran%20Tahir.png
557,6,Chris Woakes,13,13,44.0,386,17,3/36,22.7,8.77,15.52,0,0,2017,KKR,chriswoakes,https://scores.iplt20.com/ipl/playerimages/Chris%20Woakes.png
558,7,Rashid Khan,14,14,54.0,358,17,3/19,21.05,6.62,19.05,0,0,2017,SRH,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
559,8,Sandeep Sharma,13,13,48.0,398,17,4/20,23.41,8.29,16.94,1,0,2017,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
560,9,Umesh Yadav,14,14,48.0,410,17,4/24,24.11,8.45,17.11,1,0,2017,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
561,10,Siddarth Kaul,10,10,35.0,300,16,4/29,18.75,8.41,13.37,1,0,2017,SRH,siddarthkaul,https://scores.iplt20.com/ipl/playerimages/Siddarth%20Kaul.png
562,11,Pawan Negi,12,12,32.0,197,16,4/18,12.31,6.12,12.06,0,0,2017,RCB,pawannegi,https://scores.iplt20.com/ipl/playerimages/Pawan%20Negi.png
563,12,Axar Patel,14,14,48.0,362,15,4/21,24.13,7.54,19.2,0,0,2017,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
564,13,Nathan Coulter-Nile,8,8,28.0,228,15,4/14,15.2,8.04,11.33,0,0,2017,KKR,nathancoulternile,https://scores.iplt20.com/ipl/playerimages/Nathan%20Coulter-Nile.png
565,14,Pat Cummins,12,12,46.0,373,15,4/34,24.86,8.07,18.46,0,0,2017,DC,patcummins,https://scores.iplt20.com/ipl/playerimages/Pat%20Cummins.png
566,15,Yuzvendra Chahal,13,13,43.0,333,14,4/25,23.78,7.65,18.64,0,0,2017,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
567,16,Mohit Sharma,14,14,45.0,410,13,4/14,31.53,8.97,21.07,0,0,2017,PBKS,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
568,17,Karn Sharma,9,9,30.0,214,13,4/16,16.46,6.97,14.15,1,0,2017,MI,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
569,18,Kuldeep Yadav,12,11,41.0,340,12,4/20,28.33,8.29,20.5,0,0,2017,KKR,kuldeepyadav,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
570,19,Chris Morris,9,9,31.0,240,12,4/23,20.0,7.74,15.5,1,0,2017,DC,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
571,20,Ben Stokes,12,12,44.0,316,12,3/15,26.33,7.18,22.0,0,0,2017,RPS,benstokes,https://scores.iplt20.com/ipl/playerimages/Ben%20Stokes.png
572,21,Andrew Tye,6,6,21.0,141,12,5/17,11.75,6.71,10.5,0,1,2017,GL,andrewtye,https://scores.iplt20.com/ipl/playerimages/Andrew%20Tye.png
573,22,Shardul Thakur,12,12,38.0,315,11,3/19,28.63,8.25,20.81,0,0,2017,RPS,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
574,23,Dan Christian,13,13,40.0,298,11,2/10,27.09,7.45,21.81,0,0,2017,RPS,danchristian,https://scores.iplt20.com/ipl/playerimages/Dan%20Christian.png
575,24,Basil Thampi,12,12,44.0,424,11,3/29,38.54,9.49,24.36,0,0,2017,GL,basilthampi,https://scores.iplt20.com/ipl/playerimages/Basil%20Thampi.png
576,25,Lasith Malinga,12,12,45.0,382,11,5/13,34.72,8.52,24.45,0,0,2017,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
577,26,Zaheer Khan,11,11,40.0,313,10,4/17,31.3,7.79,24.1,0,0,2017,DC,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
578,27,Sunil Narine,16,15,59.0,412,10,5/19,41.2,6.98,35.4,0,0,2017,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
579,28,Mohammed Siraj,6,6,23.0,212,10,4/32,21.2,9.21,13.8,1,0,2017,SRH,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
580,29,Amit Mishra,14,14,39.0,343,10,5/17,34.3,8.83,23.3,0,0,2017,DC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
581,30,Krunal Pandya,13,13,40.0,273,10,3/14,27.3,6.82,24.0,0,0,2017,MI,krunalpandya,https://scores.iplt20.com/ipl/playerimages/Krunal%20Pandya.png
582,31,Samuel Badree,7,7,25.0,188,9,4/9,20.88,7.52,16.66,1,0,2017,RCB,samuelbadree,https://scores.iplt20.com/ipl/playerimages/Samuel%20Badree.png
583,32,Washington Sundar,11,10,30.0,185,8,3/16,23.12,6.16,22.5,0,0,2017,RPS,washingtonsundar,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
584,33,Harbhajan Singh,11,11,41.0,266,8,5/18,33.25,6.48,30.75,0,0,2017,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
585,34,Ashish Nehra,6,6,21.0,197,8,4/10,24.62,9.3,15.87,0,0,2017,SRH,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
586,35,Varun Aaron,6,6,20.0,163,7,3/16,23.28,8.15,17.14,0,0,2017,PBKS,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
587,36,Mitchell Johnson,5,5,20.0,141,7,3/26,20.14,7.05,17.14,0,0,2017,MI,mitchelljohnson,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Johnson.png
588,37,Adam Zampa,6,6,20.0,163,7,6/19,23.28,8.21,17.0,0,0,2017,RPS,adamzampa,https://scores.iplt20.com/ipl/playerimages/Adam%20Zampa.png
589,38,Glenn Maxwell,14,8,19.0,125,7,2/15,17.85,6.57,16.28,0,0,2017,PBKS,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
590,39,James Faulkner,8,8,26.0,258,6,5/16,43.0,9.79,26.33,0,0,2017,GL,jamesfaulkner,https://scores.iplt20.com/ipl/playerimages/James%20Faulkner.png
591,40,Shahbaz Nadeem,7,7,18.0,119,6,3/16,19.83,6.67,17.83,0,0,2017,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
592,41,Praveen Kumar,6,6,16.0,151,6,3/18,25.16,9.15,16.5,0,0,2017,GL,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
593,42,Piyush Chawla,6,6,20.0,179,6,4/17,29.83,8.95,20.0,0,0,2017,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
594,43,Kagiso Rabada,6,6,21.0,188,6,4/21,31.33,8.81,21.33,0,0,2017,DC,kagisorabada,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
595,44,Hardik Pandya,17,13,26.0,213,6,3/20,35.5,8.19,26.0,0,0,2017,MI,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
596,45,Aniket Choudhary,5,5,17.0,144,5,2/17,28.8,8.55,20.2,0,0,2017,RCB,aniketchoudhary,https://scores.iplt20.com/ipl/playerimages/Aniket%20Choudhary.png
597,46,Pradeep Sangwan,5,5,18.0,181,5,3/18,36.2,10.05,21.6,0,0,2017,GL,pradeepsangwan,https://scores.iplt20.com/ipl/playerimages/Pradeep%20Sangwan.png
598,47,Tymal Mills,5,5,18.0,153,5,2/31,30.6,8.57,21.4,0,0,2017,RCB,tymalmills,https://scores.iplt20.com/ipl/playerimages/Tymal%20Mills.png
599,48,Mohammad Shami,8,8,26.0,243,5,3/15,48.6,9.34,31.2,0,0,2017,DC,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
600,49,Trent Boult,6,6,24.0,216,5,4/18,43.2,9.06,28.6,0,0,2017,KKR,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
601,50,Ravindra Jadeja,12,12,38.0,349,5,5/16,69.8,9.18,45.6,0,0,2017,GL,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
602,51,Sreenath Aravind,10,10,30.0,275,5,4/14,55.0,9.01,36.6,0,0,2017,RCB,sreenatharavind,https://scores.iplt20.com/ipl/playerimages/Sreenath%20Aravind.png
603,52,Shane Watson,8,8,27.0,245,5,4/29,49.0,9.13,32.2,0,0,2017,RCB,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
604,53,Stuart Binny,8,4,6.0,50,4,2/14,12.5,8.33,9.0,0,0,2017,RCB,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
605,54,Colin de Grandhomme,12,9,16.0,135,4,3/4,33.75,8.43,24.0,0,0,2017,KKR,colindegrandhomme,https://scores.iplt20.com/ipl/playerimages/Colin%20de%20Grandhomme.png
606,55,KC Cariappa,4,4,15.0,127,4,2/16,31.75,8.46,22.5,0,0,2017,PBKS,kccariappa,https://scores.iplt20.com/ipl/playerimages/KC%20Cariappa.png
607,56,Ankit Rajpoot,5,5,14.0,107,4,5/14,26.75,7.64,21.0,0,0,2017,KKR,ankitrajpoot,https://scores.iplt20.com/ipl/playerimages/Ankit%20Rajpoot.png
608,57,Lockie Ferguson,4,4,13.0,93,3,3/15,31.0,7.15,26.0,0,0,2017,LSG,lockieferguson,https://scores.iplt20.com/ipl/playerimages/Lockie%20Ferguson.png
609,58,Bipul Sharma,7,7,16.0,129,3,2/13,43.0,7.89,32.66,0,0,2017,SRH,bipulsharma,https://scores.iplt20.com/ipl/playerimages/Bipul%20Sharma.png
610,59,Tim Southee,3,3,10.0,96,3,3/24,32.0,9.6,20.0,0,0,2017,MI,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
611,60,Rahul Tewatia,3,3,9.0,49,3,3/18,16.33,5.44,18.0,0,0,2017,PBKS,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
612,61,Adam Milne,4,4,14.0,134,3,2/21,44.66,9.57,28.0,0,0,2017,RCB,adammilne,https://scores.iplt20.com/ipl/playerimages/Adam%20Milne.png
613,62,Harshal Patel,1,1,4.0,43,3,5/27,14.33,10.75,8.0,0,0,2017,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
614,63,Corey Anderson,11,8,19.0,186,3,2/18,62.0,9.87,37.66,0,0,2017,DC,coreyanderson,https://scores.iplt20.com/ipl/playerimages/Corey%20Anderson.png
615,64,Dhawal Kulkarni,6,6,19.0,173,3,4/14,57.66,9.18,37.66,0,0,2017,GL,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
616,65,Iqbal Abdulla,2,2,5.0,55,2,3/24,27.5,11.0,15.0,0,0,2017,RCB,iqbalabdulla,https://scores.iplt20.com/ipl/playerimages/Iqbal%20Abdulla.png
617,66,Marcus Stoinis,5,5,10.0,110,2,4/15,55.0,10.47,31.5,0,0,2017,PBKS,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
618,67,Vinay Kumar,1,1,3.0,31,2,4/40,15.5,10.33,9.0,0,0,2017,MI,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
619,68,Ankit Soni,7,6,18.0,144,2,1/16,72.0,7.92,54.5,0,0,2017,GL,ankitsoni,https://scores.iplt20.com/ipl/playerimages/Ankit%20Soni.png
620,69,Mohammad Nabi,3,3,11.0,58,2,4/11,29.0,5.27,33.0,0,0,2017,SRH,mohammadnabi,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Nabi.png
621,70,Dwayne Smith,12,9,13.0,148,2,4/8,74.0,11.38,39.0,0,0,2017,GL,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
622,71,Travis Head,7,5,8.0,81,2,2/30,40.5,10.12,24.0,0,0,2017,RCB,travishead,https://scores.iplt20.com/ipl/playerimages/Travis%20Head.png
623,72,T Natarajan,6,6,12.0,115,2,2/24,57.5,9.07,38.0,0,0,2017,PBKS,tnatarajan,https://scores.iplt20.com/ipl/playerimages/T%20Natarajan.png
624,73,Rahul Chahar,3,2,7.0,58,2,4/27,29.0,8.28,21.0,0,0,2017,RPS,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
625,74,Rajat Bhatia,3,3,7.0,55,2,4/15,27.5,7.85,21.0,0,0,2017,RPS,rajatbhatia,https://scores.iplt20.com/ipl/playerimages/Rajat%20Bhatia.png
626,75,Billy Stanlake,2,2,8.0,70,2,2/21,35.0,8.75,24.0,0,0,2017,RCB,billystanlake,https://scores.iplt20.com/ipl/playerimages/Billy%20Stanlake.png
627,76,Deepak Hooda,10,3,4.0,42,2,2/16,21.0,10.5,12.0,0,0,2017,SRH,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
628,77,Nathu Singh,2,2,4.0,15,1,1/7,15.0,3.75,24.0,0,0,2017,GL,nathusingh,https://scores.iplt20.com/ipl/playerimages/Nathu%20Singh.png
629,78,Matt Henry,2,2,5.0,71,1,1/31,71.0,14.2,30.0,0,0,2017,PBKS,matthenry,https://scores.iplt20.com/ipl/playerimages/Matt%20Henry.png
630,79,Yuvraj Singh,12,2,2.0,22,1,4/29,22.0,11.0,12.0,0,0,2017,SRH,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
631,80,Yusuf Pathan,15,4,4.0,41,1,3/20,41.0,10.25,24.0,0,0,2017,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
632,81,Carlos Brathwaite,2,2,6.0,67,1,3/43,67.0,11.16,36.0,0,0,2017,DC,carlosbrathwaite,https://scores.iplt20.com/ipl/playerimages/Carlos%20Brathwaite.png
633,82,Deepak Chahar,3,3,7.0,74,1,4/13,74.0,10.57,42.0,0,0,2017,RPS,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
634,83,Ashok Dinda,3,3,10.0,119,1,4/18,119.0,11.9,60.0,0,0,2017,RPS,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
635,84,Munaf Patel,2,2,7.0,57,1,5/21,57.0,8.14,42.0,0,0,2017,GL,munafpatel,https://scores.iplt20.com/ipl/playerimages/Munaf%20Patel.png
636,85,Shubham Agarwal,1,1,4.0,42,1,1/42,42.0,10.5,24.0,0,0,2017,GL,shubhamagarwal,https://scores.iplt20.com/ipl/playerimages/Shubham%20Agarwal.png
637,86,Ben Cutting,4,4,12.0,123,1,2/20,123.0,9.71,76.0,0,0,2017,SRH,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
638,87,Swapnil Singh,4,4,7.0,61,1,1/14,61.0,8.71,42.0,0,0,2017,PBKS,swapnilsingh,https://scores.iplt20.com/ipl/playerimages/Swapnil%20Singh.png
639,88,Suresh Raina,14,6,12.0,102,1,2/0,102.0,8.5,72.0,0,0,2017,GL,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
640,89,Avesh Khan,1,1,4.0,23,1,3/13,23.0,5.75,24.0,0,0,2017,RCB,aveshkhan,https://scores.iplt20.com/ipl/playerimages/Avesh%20Khan.png
641,90,Moises Henriques,12,12,24.0,248,1,3/12,248.0,10.33,144.0,0,0,2017,SRH,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
642,1,Bhuvneshwar Kumar,17,17,66.0,490,23,5/19,21.3,7.42,17.21,1,0,2016,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
643,2,Yuzvendra Chahal,13,13,49.0,401,21,4/25,19.09,8.15,14.04,1,0,2016,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
644,3,Shane Watson,16,16,56.0,485,20,4/29,24.25,8.58,16.95,1,0,2016,RCB,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
645,4,Dhawal Kulkarni,14,14,49.0,364,18,4/14,20.22,7.42,16.33,1,0,2016,GL,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
646,5,Mitchell McClenaghan,14,14,53.0,436,17,4/21,25.64,8.17,18.82,1,0,2016,MI,mitchellmcclenaghan,https://scores.iplt20.com/ipl/playerimages/Mitchell%20McClenaghan.png
647,6,Dwayne Bravo,15,15,56.0,494,17,4/22,29.05,8.82,19.76,1,0,2016,GL,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
648,7,Mustafizur Rahman,16,16,61.0,421,17,3/16,24.76,6.9,21.52,0,0,2016,SRH,mustafizurrahman,https://scores.iplt20.com/ipl/playerimages/Mustafizur%20Rahman.png
649,8,Jasprit Bumrah,14,14,52.0,406,15,4/14,27.06,7.8,20.8,0,0,2016,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
650,9,Sandeep Sharma,14,14,50.0,366,15,4/20,24.4,7.32,20.0,0,0,2016,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
651,10,Andre Russell,12,12,36.0,291,15,5/15,19.4,7.97,14.6,1,0,2016,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
652,11,Barinder Sran,14,14,49.0,413,14,3/28,29.5,8.34,21.21,0,0,2016,SRH,barindersran,https://scores.iplt20.com/ipl/playerimages/Barinder%20Sran.png
653,12,Axar Patel,14,14,48.0,388,13,4/21,29.84,8.11,22.07,1,0,2016,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
654,13,Mohit Sharma,14,14,48.0,407,13,4/14,31.3,8.39,22.38,0,0,2016,PBKS,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
655,14,Chris Morris,12,12,44.0,308,13,4/23,23.69,7.0,20.3,0,0,2016,DC,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
656,15,Amit Mishra,14,14,46.0,344,13,5/17,26.46,7.47,21.23,1,0,2016,DC,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
657,16,Adam Zampa,5,5,17.0,115,12,6/19,9.58,6.76,8.5,0,1,2016,RPS,adamzampa,https://scores.iplt20.com/ipl/playerimages/Adam%20Zampa.png
658,17,Moises Henriques,17,17,52.0,415,12,3/12,34.58,7.98,26.0,0,0,2016,SRH,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
659,18,Sreenath Aravind,9,9,29.0,216,11,4/14,19.63,7.4,15.9,0,0,2016,RCB,sreenatharavind,https://scores.iplt20.com/ipl/playerimages/Sreenath%20Aravind.png
660,19,Sunil Narine,11,11,43.0,304,11,5/19,27.63,7.09,23.36,0,0,2016,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
661,20,Ashok Dinda,9,9,30.0,231,11,4/18,21.0,7.57,16.63,0,0,2016,RPS,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
662,21,Piyush Chawla,12,11,35.0,273,11,4/17,24.81,7.72,19.27,0,0,2016,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
663,22,Chris Jordan,9,9,28.0,258,11,4/11,23.45,9.21,15.27,1,0,2016,RCB,chrisjordan,https://scores.iplt20.com/ipl/playerimages/Chris%20Jordan.png
664,23,Zaheer Khan,12,12,43.0,337,10,4/17,33.7,7.71,26.2,0,0,2016,DC,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
665,24,Morne Morkel,10,10,35.0,297,10,4/20,29.7,8.36,21.3,0,0,2016,KKR,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
666,25,Umesh Yadav,9,9,26.0,234,10,4/24,23.4,9.0,15.6,0,0,2016,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
667,26,Ravichandran Ashwin,14,14,44.0,319,10,4/34,31.9,7.25,26.4,1,0,2016,RPS,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
668,27,Tim Southee,11,11,43.0,329,9,3/24,36.55,7.65,28.66,0,0,2016,MI,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
669,28,Thisara Perera,12,11,33.0,326,9,3/20,36.22,9.82,22.11,0,0,2016,RPS,thisaraperera,https://scores.iplt20.com/ipl/playerimages/Thisara%20Perera.png
670,29,Praveen Kumar,16,16,51.0,401,9,3/18,44.55,7.78,34.33,0,0,2016,GL,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
671,30,Ashish Nehra,8,8,26.0,199,9,4/10,22.11,7.65,17.33,0,0,2016,SRH,ashishnehra,https://scores.iplt20.com/ipl/playerimages/Ashish%20Nehra.png
672,31,Harbhajan Singh,14,14,49.0,392,9,5/18,43.55,8.0,32.66,0,0,2016,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
673,32,Dwayne Smith,12,8,18.0,153,8,4/8,19.12,8.5,13.5,1,0,2016,GL,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
674,33,Ravindra Jadeja,15,14,40.0,311,8,5/16,38.87,7.74,30.12,0,0,2016,GL,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
675,34,Marcus Stoinis,7,7,23.0,194,8,4/15,24.25,8.43,17.25,1,0,2016,PBKS,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
676,35,Kane Richardson,4,4,14.0,136,7,3/13,19.42,9.71,12.0,0,0,2016,RCB,kanerichardson,https://scores.iplt20.com/ipl/playerimages/Kane%20Richardson.png
677,36,Carlos Brathwaite,8,8,23.0,185,7,3/43,26.42,7.98,19.85,0,0,2016,DC,carlosbrathwaite,https://scores.iplt20.com/ipl/playerimages/Carlos%20Brathwaite.png
